iter	Passed	Remaining
215	396	1438
216	398	1436
217	399	1434
218	401	1432
219	403	1431
220	405	1429
221	407	1427
222	409	1426
223	411	1427
224	413	1425
225	415	1423
226	417	1421
227	419	1421
228	421	1419
229	423	1417
230	425	1416
231	427	1415
232	429	1414
233	431	1411
234	432	1409
235	435	1408
236	436	1406
237	438	1405
238	441	1405
239	443	1404
240	445	1401
241	446	1399
242	448	1396
243	450	1395
244	452	1393
245	453	1391
246	455	1388
247	457	1388
248	459	1386
249	461	1383
250	462	1380
251	464	1377
252	466	1376
253	468	1374
254	469	1372
255	471	1370
256	473	1369
257	475	1367
258	477	1365
259	479	1363
260	481	1362
261	483	1361
262	484	1358
263	486	1356
264	488	1354
265	490	1353
266	492	1351
267	493	1349
268	495	1346
269	497	1345
270	499	1343
271	501	1341
272	502	1339
273	505	1338
274	507	1336
275	508	1334
276	510	1332
277	512	1330
278	514	1328
279	515	1326
280	517	1324
281	519	1321
282	521	1320
283	523	1318
284	524	1315
285	526	1313
286	528	1312
287	530	1311
288	532	1309
289	534	1307
290	535	1305
291	538	1304
292	539	1302
293	541	1300
294	543	1297
295	545	1296
296	547	1294
297	548	1292
298	550	1289
299	551	1287
300	553	1285
301	555	1283
302	556	1280
303	558	1278
304	560	1276
305	562	1275
306	564	1273
307	565	1271
308	567	1269
309	569	1267
310	571	1266
311	573	1264
312	575	1262
313	578	1263
314	579	1260
315	581	1258
316	582	1256
317	584	1254
318	586	1252
319	588	1250
320	589	1247
321	591	1245
322	593	1244
323	595	1242
324	596	1239
325	598	1237
326	600	1236
327	602	1234
328	604	1232
329	605	1230
330	607	1228
331	609	1226
332	611	1223
333	612	1221
334	613	1218
335	615	1216
336	617	1215
337	619	1213
338	621	1211
339	623	1209
340	624	1207
341	626	1205
342	628	1203
343	629	1201
344	632	1200
345	634	1198
346	636	1197
347	638	1195
348	640	1194
349	642	1192
350	643	1190
351	645	1187
352	647	1186
353	649	1185
354	651	1183
355	652	1181
356	654	1179
357	657	1178
358	658	1176
359	660	1174
360	662	1171
361	664	1170
362	666	1168
363	667	1166
364	669	1164
365	671	1162
366	673	1161
367	674	1158
368	676	1156
369	677	1154
370	680	1153
371	682	1151
372	683	1149
373	685	1147
374	687	1146
375	689	1144
376	691	1142
377	693	1140
378	695	1138
379	697	1137
380	698	1134
381	699	1132
382	701	1129
383	703	1127
384	705	1126
385	706	1124
386	708	1122
387	710	1120
388	712	1118
389	713	1116
390	715	1114
391	717	1112
392	719	1110
393	721	1109
394	723	1107
395	724	1105
396	726	1103
397	728	1101
398	729	1099
399	731	1097
400	732	1094
401	734	1092
402	736	1091
403	738	1089
404	740	1087
405	741	1085
406	743	1083
407	745	1081
408	747	1079
409	748	1077
410	750	1075
411	752	1074
412	754	1071
413	755	1069
414	757	1067
415	759	1066
416	761	1064
417	763	1062
418	764	1060
419	766	1058
420	768	1056
421	769	1054
422	771	1052
423	773	1050
424	775	1049
425	777	1047
426	779	1045
427	781	1043
428	783	1042
429	785	1040
430	786	1038
431	788	1036
432	790	1034
433	792	1032
434	793	1030
435	795	1028
436	797	1026
437	799	1025
438	800	1023
439	802	1021
440	803	1019
441	805	1017
442	808	1015
443	809	1014
444	811	1011
445	813	1009
446	815	1008
447	817	1006
448	818	1004
449	820	1002
450	822	1001
451	824	999
452	825	997
453	827	995
454	828	992
455	831	991
456	832	989
457	834	987
458	836	985
459	837	983
460	839	981
461	841	979
462	843	977
463	844	976
464	847	974
465	848	972
466	850	970
467	851	968
468	853	966
469	855	964
470	857	962
471	859	960
472	860	959
473	862	957
474	864	955
475	866	953
476	867	951
477	869	949
478	871	948
479	873	946
480	875	944
481	877	942
482	879	940
483	880	938
484	882	936
485	883	934
486	885	933
487	887	931
488	889	929
489	890	927
490	892	925
491	895	924
492	896	922
493	898	920
494	900	918
495	902	916
496	904	915
497	905	913
498	907	910
499	908	908
500	910	907
501	912	905
502	914	903
503	915	901
504	917	899
505	919	897
506	921	895
507	923	893
508	924	892
509	926	890
510	928	888
511	930	886
512	932	884
513	934	883
514	936	881
515	937	879
516	939	877
517	940	875
518	942	873
519	944	871
520	946	869
521	947	868
522	950	866
523	951	864
524	953	862
525	955	860
526	957	859
527	959	857
528	960	855
529	962	853
530	964	852
531	966	850
532	968	848
533	969	846
534	971	844
535	973	842
536	975	841
537	977	839
538	978	837
539	981	835
540	983	834
541	984	832
542	986	830
543	988	828
544	990	826
545	992	824
546	993	822
547	995	820
548	997	819
549	999	817
550	1001	815
551	1002	813
552	1004	812
553	1006	810
554	1008	808
555	1009	806
556	1011	804
557	1013	802
558	1015	800
559	1016	798
560	1018	796
561	1019	794
562	1021	793
563	1023	791
564	1025	789
565	1026	787
566	1029	785
567	1030	784
568	1032	782
569	1034	780
570	1036	778
571	1038	776
572	1039	774
573	1041	772
574	1043	770
575	1044	769
576	1046	767
577	1048	765
578	1049	763
579	1051	761
580	1053	759
581	1055	757
582	1056	755
583	1058	753
584	1060	752
585	1062	750
586	1064	748
587	1066	746
588	1067	745
589	1069	743
590	1071	741
591	1073	739
592	1074	737
593	1076	735
594	1078	734
595	1079	732
596	1081	729
597	1083	728
598	1085	726
599	1087	724
600	1088	722
601	1090	720
602	1092	719
603	1094	717
604	1095	715
605	1097	713
606	1099	711
607	1101	710
608	1103	708
609	1105	706
610	1106	704
611	1108	702
612	1110	701
613	1112	699
614	1113	697
615	1115	695
616	1117	693
617	1118	691
618	1120	689
619	1121	687
620	1123	685
621	1125	683
622	1127	682
623	1128	680
624	1131	679
625	1133	677
626	1135	675
627	1137	673
628	1138	671
629	1141	670
630	1142	668
631	1144	666
632	1146	664
633	1148	662
634	1150	661
635	1151	659
636	1153	657
637	1156	655
638	1158	654
639	1160	652
640	1161	650
641	1164	649
642	1166	647
643	1168	645
644	1170	644
645	1172	642
646	1212	661
647	1222	664
648	1226	663
649	1232	663
650	1235	662
651	1240	662
652	1244	661
653	1248	660
654	1255	661
655	1259	660
656	1263	659
657	1266	658
658	1272	658
659	1276	657
660	1279	656
661	1281	654
662	1282	652
663	1285	650
664	1286	648
665	1288	646
666	1290	644
667	1293	642
668	1296	641
669	1300	640
670	1302	638
671	1305	637
672	1308	635
673	1310	633
674	1312	632
675	1316	630
676	1318	629
677	1320	627
678	1324	626
679	1327	624
680	1330	623
681	1335	622
682	1338	621
683	1342	620
684	1345	618
685	1350	618
686	1352	616
687	1357	615
688	1360	613
689	1362	611
690	1364	610
691	1366	608
692	1368	606
693	1371	604
694	1374	603
695	1376	601
696	1378	599
697	1380	597
698	1382	595
699	1384	593
700	1386	591
701	1388	589
702	1390	587
703	1392	585
704	1394	583
705	1397	581
706	1399	579
707	1401	578
708	1403	576
709	1405	574
710	1407	572
711	1409	569
712	1410	567
713	1412	565
714	1414	563
715	1416	561
716	1418	559
717	1420	557
718	1421	555
719	1423	553
720	1424	551
721	1426	549
722	1428	547
723	1430	545
724	1431	543
725	1433	540
726	1435	538
727	1437	537
728	1438	534
729	1440	532
730	1442	530
731	1444	528
732	1445	526
733	1447	524
734	1449	522
735	1451	520
736	1453	518
737	1455	516
738	1457	514
739	1459	512
740	1460	510
741	1462	508
742	1464	506
743	1466	504
744	1468	502
745	1470	500
746	1471	498
747	1473	496
748	1475	494
749	1477	492
750	1479	490
751	1480	488
752	1482	486
753	1484	484
754	1486	482
755	1487	480
756	1489	478
757	1491	476
758	1493	474
759	1495	472
760	1496	470
761	1498	468
762	1500	466
763	1502	463
764	1503	461
765	1505	459
766	1507	457
767	1509	455
768	1510	453
769	1512	451
770	1514	449
771	1516	447
772	1518	445
773	1520	443
774	1522	441
775	1524	439
776	1525	437
777	1527	435
778	1528	433
779	1531	431
780	1532	429
781	1534	427
782	1536	425
783	1538	423
784	1540	421
785	1541	419
786	1542	417
787	1544	415
788	1546	413
789	1548	411
790	1549	409
791	1551	407
792	1552	405
793	1555	403
794	1556	401
795	1558	399
796	1559	397
797	1562	395
798	1563	393
799	1565	391
800	1567	389
801	1568	387
802	1570	385
803	1572	383
804	1574	381
805	1576	379
806	1578	377
807	1579	375
808	1581	373
809	1583	371
810	1585	369
811	1587	367
812	1589	365
813	1591	363
814	1593	361
815	1595	359
816	1597	357
817	1599	355
818	1601	353
819	1603	352
820	1605	350
821	1607	348
822	1609	346
823	1611	344
824	1613	342
825	1615	340
826	1616	338
827	1618	336
828	1620	334
829	1622	332
830	1623	330
831	1626	328
832	1628	326
833	1629	324
834	1631	322
835	1634	320
836	1635	318
837	1637	316
838	1639	314
839	1641	312
840	1643	310
841	1645	308
842	1647	306
843	1650	304
844	1651	303
845	1653	301
846	1655	298
847	1657	297
848	1659	295
849	1660	293
850	1662	291
851	1664	289
852	1666	287
853	1667	285
854	1669	283
855	1670	281
856	1672	279
857	1674	277
858	1676	275
859	1677	273
860	1679	271
861	1681	269
862	1683	267
863	1684	265
864	1686	263
865	1688	261
866	1690	259
867	1692	257
868	1694	255
869	1695	253
870	1698	251
871	1699	249
872	1701	247
873	1703	245
874	1705	243
875	1706	241
876	1708	239
877	1710	237
878	1711	235
879	1713	233
880	1715	231
881	1716	229
882	1718	227
883	1720	225
884	1722	223
885	1724	221
886	1725	219
887	1727	217
888	1729	215
889	1731	213
890	1733	212
891	1734	210
892	1736	208
893	1738	206
894	1740	204
895	1742	202
896	1743	200
897	1745	198
898	1747	196
899	1749	194
900	1751	192
901	1753	190
902	1755	188
903	1756	186
904	1758	184
905	1760	182
906	1762	180
907	1764	178
908	1766	176
909	1767	174
910	1769	172
911	1771	170
912	1773	168
913	1774	167
914	1777	165
915	1778	163
916	1780	161
917	1782	159
918	1784	157
919	1786	155
920	1787	153
921	1789	151
922	1790	149
923	1793	147
924	1794	145
925	1796	143
926	1797	141
927	1799	139
928	1801	137
929	1802	135
930	1804	133
931	1805	131
932	1808	129
933	1810	127
934	1812	125
935	1814	124
936	1816	122
937	1818	120
938	1819	118
939	1821	116
940	1823	114
941	1825	112
942	1826	110
943	1828	108
944	1830	106
945	1832	104
946	1834	102
947	1835	100
948	1837	98
949	1839	96
950	1841	94
951	1843	92
952	1844	90
953	1846	89
954	1848	87
955	1850	85
956	1851	83
957	1853	81
958	1855	79
959	1857	77
960	1859	75
961	1860	73
962	1862	71
963	1864	69
964	1866	67
965	1868	65
966	1870	63
967	1872	61
968	1874	59
969	1875	58
970	1877	56
971	1879	54
972	1882	52
973	1883	50
974	1885	48
975	1887	46
976	1889	44
977	1890	42
978	1892	40
979	1894	38
980	1896	36
981	1898	34
982	1900	32
983	1901	30
984	1904	28
985	1905	27
986	1907	25
987	1908	23
988	1910	21
989	1912	19
990	1914	17
991	1916	15
992	1917	13
993	1919	11
994	1921	9
995	1923	7
996	1924	5
997	1926	3
998	1928	1
999	1930	0
